t,l_j1,l_j2,l_j3,l_j4,l_j5,l_j6,l_j7,r_j1,r_j2,r_j3,r_j4,r_j5,r_j6,r_j7
4.760,146.157,145.729,181.101,145.656,145.876,145.768,146.296,146.104,145.814,146.219,145.737,27.895,146.693,145.845
4.765,145.074,145.681,181.216,146.360,145.706,145.626,146.183,145.290,145.890,145.742,145.882,27.895,145.601,145.919
4.770,145.818,145.820,181.201,145.800,145.966,146.132,146.039,145.911,145.803,145.551,145.445,27.895,145.294,145.462
4.775,145.636,145.575,181.182,145.914,146.063,145.380,146.194,145.212,145.858,145.219,146.031,27.895,145.440,145.915
4.780,146.568,146.798,181.131,146.156,146.584,146.091,146.600,146.688,146.286,146.828,147.090,224.326,146.854,146.097
4.785,146.808,146.536,181.200,146.419,146.347,146.158,146.777,146.013,146.261,146.367,146.585,224.326,145.970,146.384
4.790,146.408,146.454,181.210,145.965,146.832,147.073,146.648,146.550,146.499,146.299,147.226,224.326,146.433,146.626
4.795,146.386,147.069,181.293,146.466,146.455,146.534,146.241,146.160,146.038,147.105,146.765,224.326,146.404,146.833
4.800,146.217,147.309,181.220,147.241,147.374,147.281,147.379,147.122,146.900,147.351,146.737,94.355,147.061,147.497
4.805,147.300,146.715,181.255,146.657,146.541,147.338,146.727,147.082,147.613,146.778,147.112,94.355,146.994,147.124
4.810,147.463,146.805,181.207,146.764,146.801,147.295,147.095,147.629,147.325,146.797,147.550,94.355,147.218,147.300
4.815,147.109,147.039,181.219,147.035,147.173,147.001,147.058,147.282,146.687,146.970,146.808,94.355,147.642,146.690
4.820,147.475,147.469,181.194,147.795,147.208,147.829,147.456,147.984,147.688,146.947,147.921,88.382,147.638,147.647
4.825,147.728,148.016,181.195,147.628,148.021,147.598,147.325,147.594,147.691,147.268,148.158,88.382,147.762,147.801
4.830,147.929,147.850,181.166,147.283,147.461,147.376,147.627,147.501,147.522,147.647,147.311,88.382,147.729,147.124
4.835,147.812,147.890,181.149,147.374,147.494,147.184,147.754,147.183,147.420,147.349,147.770,88.382,147.311,147.329
4.840,148.740,148.443,181.202,148.048,148.265,148.423,147.825,147.921,148.555,148.839,148.395,96.118,148.509,148.597
4.845,147.948,148.394,181.221,148.136,148.250,148.381,147.554,148.229,148.055,148.006,148.212,96.118,148.063,148.479
4.850,147.708,147.572,181.184,147.906,147.958,147.560,148.544,148.231,148.189,148.230,148.414,96.118,147.937,148.211
4.855,148.263,147.699,181.166,147.865,148.054,147.796,147.771,148.422,148.392,148.581,148.137,96.118,148.203,147.492
4.860,148.937,148.251,181.180,148.596,148.634,148.506,148.740,148.468,148.420,148.098,148.855,313.379,148.998,148.557
4.865,148.419,148.714,181.270,148.682,148.770,149.089,147.855,148.028,148.027,148.269,148.583,313.379,148.109,148.645
4.870,148.557,148.625,181.257,148.535,148.649,148.658,148.285,148.678,148.776,149.056,148.515,313.379,148.468,148.364
4.875,148.363,149.114,181.113,148.376,148.872,148.563,148.424,148.469,148.860,148.960,149.205,313.379,148.318,148.215
4.880,148.561,149.330,181.251,148.321,149.096,149.069,149.372,148.409,149.283,148.450,149.137,28.965,148.861,148.621
4.885,148.717,149.350,181.239,148.959,148.374,148.224,149.117,148.936,148.929,148.856,149.089,28.965,148.935,148.342
4.890,148.317,148.739,181.215,148.939,149.186,148.614,148.738,149.204,148.861,148.554,148.813,28.965,148.966,149.233
4.895,149.019,148.919,181.208,148.776,149.106,148.371,148.761,148.955,148.828,148.854,148.935,28.965,149.142,149.212
4.900,149.400,149.565,181.122,148.885,149.171,149.282,149.287,149.071,149.160,149.092,148.558,110.260,149.039,149.024
4.905,149.527,148.931,181.151,149.167,149.003,149.343,149.412,149.407,149.548,149.407,149.284,110.260,149.821,149.260
4.910,149.012,149.060,181.216,149.856,148.871,148.686,149.124,149.240,149.011,149.307,149.586,110.260,149.547,149.459
4.915,149.069,149.813,181.182,148.743,149.084,149.326,149.432,149.078,148.981,149.500,149.315,110.260,149.293,148.926
4.920,149.022,150.175,181.243,149.213,149.515,149.792,149.015,149.456,149.129,149.395,149.368,153.023,149.155,149.196
4.925,149.088,148.995,181.159,149.574,149.734,149.621,149.573,150.047,149.319,149.016,149.444,153.023,149.641,149.519
4.930,149.792,149.509,181.251,149.109,149.264,0.000,149.342,149.500,149.412,149.307,148.838,153.023,149.460,149.266
4.935,150.372,149.160,181.160,149.311,149.460,149.762,149.348,148.935,149.756,149.831,149.842,153.023,149.658,149.211
4.940,149.415,149.126,181.119,149.750,150.208,150.344,149.802,149.188,149.776,149.750,150.016,192.955,149.584,149.204
4.945,149.613,149.475,181.274,149.582,149.506,149.285,149.518,149.515,149.401,149.218,150.029,192.955,150.113,148.783
4.950,150.011,149.894,181.207,149.590,149.600,150.005,149.587,150.113,149.135,149.717,149.694,192.955,149.753,149.883
4.955,149.523,149.924,181.135,149.673,150.251,149.817,149.966,149.399,149.656,149.401,149.605,192.955,149.720,150.346
4.960,150.054,149.956,181.287,149.591,149.284,0.000,150.124,150.315,150.230,149.669,149.798,243.847,149.619,149.941
4.965,149.789,150.271,181.242,150.115,150.077,150.285,150.381,150.069,150.343,149.876,150.110,243.847,149.624,150.116
4.970,149.790,149.620,181.208,149.596,149.503,150.290,149.569,149.992,149.905,150.050,149.704,243.847,150.009,149.385
4.975,150.151,149.794,181.086,149.603,149.929,149.632,150.303,149.639,149.858,149.568,149.848,243.847,150.251,149.613
4.980,149.892,150.419,181.243,149.848,149.651,150.381,150.022,149.870,149.774,149.882,150.097,121.912,150.031,149.763
4.985,149.588,150.191,181.160,149.862,149.862,149.944,149.872,150.101,149.473,149.601,149.985,121.912,150.205,150.268
4.990,150.216,149.719,181.212,150.217,149.735,150.074,149.787,150.334,150.122,149.875,149.988,121.912,149.732,149.972
4.995,149.976,149.586,181.187,150.052,150.006,150.426,150.480,150.057,150.513,150.351,150.290,121.912,149.899,150.073
5.000,149.832,150.002,181.213,149.901,150.248,150.020,150.236,149.214,149.630,149.613,149.446,269.215,149.083,150.235
5.005,149.757,150.048,181.224,149.840,150.351,150.285,150.289,150.162,149.975,149.758,150.455,269.215,149.781,150.600
5.010,150.172,150.086,181.209,149.679,149.973,150.112,150.522,150.136,149.680,149.458,149.611,269.215,150.128,150.179
5.015,149.782,149.939,181.102,150.251,149.741,150.296,149.651,150.136,150.628,149.909,150.541,269.215,149.764,149.692
5.020,150.005,149.992,181.171,149.718,149.436,149.799,150.209,150.044,149.517,150.156,149.912,336.496,150.261,149.931
5.025,150.269,149.767,181.175,150.235,149.946,150.083,150.094,149.953,149.797,150.193,149.469,336.496,150.287,150.316
5.030,149.936,149.939,181.210,149.526,149.559,150.537,150.371,150.420,149.372,149.687,149.699,336.496,149.795,149.931
5.035,150.296,149.759,181.141,150.102,150.280,150.260,149.917,149.767,149.542,149.696,150.303,336.496,150.162,149.816
5.040,149.466,149.483,181.174,149.729,149.868,149.776,150.160,150.259,149.903,149.827,149.846,68.506,149.720,149.495
5.045,150.063,149.903,181.191,149.479,149.608,150.018,149.881,150.228,149.615,150.409,150.158,68.506,149.926,149.579
5.050,150.040,149.623,181.249,149.129,149.496,150.164,150.273,150.191,150.150,149.800,149.763,68.506,149.362,149.738
5.055,150.443,149.624,181.235,149.919,149.428,149.782,149.980,150.010,150.003,149.788,150.052,68.506,149.817,149.731
5.060,149.739,149.892,181.170,149.949,150.083,149.869,149.575,149.601,149.660,150.138,149.298,14.909,149.927,149.948
5.065,150.001,149.824,181.272,149.731,149.887,150.042,149.806,149.858,149.727,149.477,149.671,14.909,149.745,149.719
5.070,149.685,150.293,181.342,149.223,149.678,149.255,149.724,149.759,149.597,149.992,149.949,14.909,149.738,149.739
5.075,149.414,150.240,181.204,150.269,149.502,149.732,149.727,149.574,149.931,149.319,149.369,14.909,149.203,149.923
5.080,149.262,149.403,181.233,149.388,149.621,149.289,149.328,149.431,149.189,149.495,149.438,138.303,149.576,149.464
5.085,149.314,149.430,181.249,149.256,149.643,149.831,149.635,149.881,149.740,149.401,149.286,138.303,149.958,149.714
5.090,149.759,149.313,181.143,149.660,149.344,149.442,149.510,149.348,149.849,149.999,149.410,138.303,149.912,149.306
5.095,149.292,149.097,181.178,149.272,149.432,149.571,149.603,149.545,149.229,149.487,149.404,138.303,149.709,149.984
5.100,149.273,149.722,181.273,149.665,149.197,149.295,149.519,149.060,149.068,149.623,149.711,76.766,149.251,148.985
5.105,149.531,149.454,181.182,149.256,149.051,148.819,149.116,149.271,149.236,149.579,149.238,76.766,149.014,149.270
5.110,149.633,149.077,181.176,149.164,149.177,149.031,149.550,149.527,148.865,149.563,149.243,76.766,149.412,149.333
5.115,149.542,149.794,181.235,149.259,149.495,149.607,149.332,148.812,149.245,149.188,148.467,76.766,149.324,149.399
5.120,149.385,149.135,181.234,148.779,148.772,149.455,149.196,149.381,148.531,149.250,148.760,9.741,148.730,148.646
5.125,148.597,149.162,181.194,148.959,149.212,148.774,148.943,148.608,148.544,148.877,148.174,9.741,148.736,148.980
5.130,148.790,148.791,181.226,149.427,149.400,148.617,148.389,148.441,149.177,148.603,149.381,9.741,148.938,148.589
5.135,149.032,148.200,181.211,149.281,148.341,149.364,149.107,149.060,149.368,148.873,148.942,9.741,148.973,148.560
5.140,148.889,148.744,181.085,148.881,148.877,148.812,149.136,148.764,148.536,148.695,148.747,163.634,148.185,148.592
5.145,148.706,148.316,181.249,148.782,148.474,148.499,149.178,148.556,148.471,148.232,148.249,163.634,148.671,148.151
5.150,148.325,148.092,181.314,148.544,147.995,148.644,148.911,148.598,148.417,148.359,148.851,163.634,148.052,149.295
5.155,148.498,148.714,181.241,149.006,148.338,148.572,148.929,148.640,149.216,148.017,148.546,163.634,148.884,147.926
5.160,147.620,148.284,181.118,148.179,148.274,148.407,148.178,148.132,148.312,148.245,148.376,145.457,147.866,147.746
5.165,148.357,147.817,181.245,148.442,148.182,147.736,147.536,148.156,148.027,148.455,148.072,145.457,148.159,148.508
5.170,147.579,148.092,181.253,148.151,148.190,148.201,147.856,148.133,148.509,147.709,148.060,145.457,148.335,148.011
5.175,148.180,148.253,181.152,147.941,148.026,148.253,147.817,147.794,148.002,147.876,148.052,145.457,148.069,148.614
5.180,147.941,147.617,181.253,147.243,147.726,147.916,147.237,147.302,147.372,147.996,147.785,238.277,147.619,147.224
5.185,147.889,147.432,181.192,147.792,147.617,147.613,147.512,147.590,147.856,147.099,147.219,238.277,148.015,147.725
5.190,147.134,148.064,181.234,147.273,147.702,0.000,147.976,147.454,147.860,147.560,147.487,238.277,147.490,147.779
5.195,147.682,147.520,181.202,147.620,147.237,147.840,147.948,147.967,147.534,147.627,148.348,238.277,147.350,147.642
5.200,146.959,147.409,181.256,147.372,147.756,147.101,146.856,147.302,146.805,147.086,146.377,192.040,147.322,146.832
5.205,146.974,147.031,181.218,147.188,147.270,146.348,146.874,147.282,146.905,147.312,146.954,192.040,147.089,147.144
5.210,147.556,146.962,181.164,146.887,146.773,146.921,147.004,147.837,147.258,146.975,147.333,192.040,146.494,147.096
5.215,147.150,147.444,181.152,147.075,146.804,147.190,147.320,146.811,146.642,146.721,147.391,192.040,146.873,146.510
5.220,146.023,146.250,181.070,146.991,146.264,147.220,146.257,146.342,146.417,146.641,146.857,69.999,146.475,145.953
5.225,146.129,146.555,181.183,146.379,147.023,145.631,147.052,146.470,146.587,145.552,146.666,69.999,146.365,146.548
5.230,146.666,146.606,181.123,146.770,146.349,146.471,146.397,146.138,145.865,146.070,146.543,69.999,146.315,146.104
5.235,146.520,146.793,181.187,146.628,146.544,146.609,145.948,146.464,146.804,146.374,145.807,69.999,146.197,146.200
5.240,145.446,145.763,181.256,146.243,146.395,146.350,145.851,145.645,146.214,144.889,145.830,70.284,145.743,145.757
5.245,145.283,145.306,181.265,145.745,145.909,145.309,145.546,145.548,145.517,145.303,145.930,70.284,146.175,146.356
5.250,145.619,145.257,181.181,146.140,145.600,146.244,145.640,145.800,145.869,145.600,146.122,70.284,145.448,145.267
5.255,145.653,145.235,181.200,145.860,145.747,145.924,146.243,145.575,145.517,145.724,146.093,70.284,146.108,145.497
5.260,145.309,144.704,181.234,145.268,144.962,145.426,145.466,144.878,144.954,144.864,144.592,35.762,144.541,145.509
5.265,144.880,145.014,181.136,144.777,144.713,145.498,145.668,144.544,145.579,145.262,145.780,35.762,145.274,144.792
5.270,145.264,144.956,181.103,144.895,145.426,145.031,145.278,145.174,145.319,144.776,145.054,35.762,145.155,145.343
5.275,145.426,144.900,181.255,144.959,145.443,145.303,144.717,144.735,144.804,145.211,145.834,35.762,144.588,145.012
5.280,143.806,144.242,181.261,144.298,143.818,144.477,144.120,144.252,144.298,144.177,143.753,93.955,144.272,143.721
5.285,144.110,144.048,181.263,144.301,144.272,144.058,144.571,144.042,144.350,144.498,144.443,93.955,143.719,143.813
5.290,144.751,144.258,181.188,144.179,144.353,144.526,144.546,144.391,144.325,143.918,144.539,93.955,144.626,144.173
5.295,144.151,144.304,181.167,144.478,144.480,144.524,144.322,144.139,144.205,144.497,143.932,93.955,144.094,144.633
5.300,143.451,144.101,181.097,143.321,142.951,142.710,143.902,143.586,142.687,143.610,143.510,178.937,143.240,142.970
5.305,143.745,143.366,181.225,143.646,143.315,143.238,143.320,143.732,143.289,143.231,143.829,178.937,143.462,143.321
5.310,143.227,143.372,181.161,143.174,142.961,143.117,143.676,143.560,142.715,143.000,143.279,178.937,143.508,143.541
5.315,143.330,143.354,181.217,143.453,143.356,143.137,143.526,143.422,143.449,143.401,143.569,178.937,143.160,143.643
5.320,142.075,142.312,181.248,142.519,142.528,142.295,141.662,142.699,142.421,142.535,142.613,8.391,142.240,143.057
5.325,142.737,142.812,181.119,142.749,142.867,142.737,142.261,142.612,143.486,142.526,142.499,8.391,143.152,142.980
5.330,142.424,142.168,181.220,142.152,142.629,142.271,142.251,142.670,142.695,142.215,141.693,8.391,142.810,142.858
5.335,142.458,143.185,181.260,142.628,142.588,0.000,142.773,142.225,142.216,142.671,142.657,8.391,142.283,142.409
5.340,140.863,141.144,181.228,141.257,141.381,141.650,142.074,141.475,141.839,141.504,141.780,307.294,141.445,141.298
5.345,141.925,141.611,181.190,141.846,141.562,141.714,141.867,141.524,141.673,141.413,141.450,307.294,141.129,141.331
5.350,141.842,141.939,181.170,141.416,141.892,141.359,142.527,141.764,141.559,141.503,142.001,307.294,142.192,140.989
5.355,141.394,141.796,181.177,142.128,141.501,141.834,141.791,141.729,141.602,141.408,142.476,307.294,142.109,141.448
5.360,141.016,140.878,181.193,140.757,140.301,140.044,140.994,140.073,140.666,140.566,141.292,229.883,141.133,141.003
5.365,139.911,140.186,181.198,141.039,140.664,140.716,140.771,140.488,141.027,140.773,140.233,229.883,140.910,140.771
5.370,140.626,140.921,181.163,140.812,140.554,140.395,141.035,140.465,140.775,140.532,140.757,229.883,140.226,140.589
5.375,140.140,140.827,181.183,140.900,140.841,140.691,140.565,140.970,140.865,140.825,140.926,229.883,140.703,140.649
5.380,140.429,140.099,181.277,139.354,139.739,139.815,139.077,140.136,140.080,139.917,139.804,290.578,139.478,139.831
5.385,138.824,139.614,181.228,139.559,139.417,140.014,139.627,139.038,139.647,139.475,139.972,290.578,139.322,139.501
5.390,139.243,139.649,181.221,139.239,139.409,139.228,139.995,139.397,139.835,139.868,139.495,290.578,139.318,139.527
5.395,139.380,139.128,181.223,139.741,139.047,139.677,139.427,139.311,140.302,140.301,139.751,290.578,139.661,139.830
5.400,138.765,138.705,181.235,138.398,138.725,138.568,138.502,138.352,138.523,138.468,138.594,113.216,139.034,138.310
5.405,138.773,138.211,181.139,138.781,138.831,138.620,138.218,138.418,138.697,138.299,138.574,113.216,138.910,138.377
5.410,138.639,138.655,181.153,138.761,138.280,139.195,138.303,138.600,138.911,138.844,138.422,113.216,138.141,138.375
5.415,138.447,139.086,181.174,138.657,138.658,138.754,138.223,138.448,138.322,138.286,138.546,113.216,138.329,138.982
5.420,138.033,137.133,181.187,137.330,137.428,137.450,137.018,137.067,137.261,137.187,137.646,122.550,137.633,137.163
5.425,137.173,137.482,181.193,137.543,137.374,137.548,137.530,137.329,137.580,137.921,137.713,122.550,137.308,137.696
5.430,137.483,137.246,181.168,137.403,137.741,136.985,136.917,137.507,137.185,137.254,137.070,122.550,137.348,137.431
5.435,137.915,137.226,181.165,137.344,137.195,136.879,137.444,137.433,137.582,137.151,137.223,122.550,137.963,137.096
5.440,135.839,135.644,181.212,136.254,136.558,135.916,135.938,136.085,136.367,135.962,136.219,32.661,136.320,136.514
5.445,135.967,136.099,181.188,136.481,136.277,136.022,136.301,136.373,135.956,136.512,135.976,32.661,136.621,135.995
5.450,136.541,136.329,181.154,136.297,136.993,136.585,136.390,136.565,136.497,136.384,136.430,32.661,135.779,136.444
5.455,136.347,136.620,181.314,136.251,136.078,136.070,136.243,136.387,135.972,136.083,136.253,32.661,136.263,136.780
5.460,134.590,135.484,181.262,134.908,134.825,134.789,135.610,134.845,135.185,135.508,135.306,314.202,135.475,134.966
5.465,134.995,134.959,181.235,134.699,134.711,135.634,134.994,135.062,134.823,135.018,135.025,314.202,135.275,134.532
5.470,135.564,135.290,181.139,134.986,134.951,134.915,135.237,135.239,135.180,134.943,134.798,314.202,134.979,135.163
5.475,134.908,134.975,181.097,135.034,135.334,135.101,134.975,134.644,135.026,135.052,134.628,314.202,134.708,134.748
5.480,133.959,133.459,181.263,133.907,133.428,133.247,133.642,133.631,133.828,133.198,133.493,268.768,134.178,133.317
5.485,133.754,133.592,181.258,133.526,133.597,133.411,133.849,133.597,133.526,133.536,133.685,268.768,133.886,133.491
5.490,133.508,134.000,181.123,133.507,133.543,133.403,134.061,134.107,133.517,133.472,133.132,268.768,133.895,134.079
5.495,134.201,133.947,181.164,133.328,133.695,133.211,133.413,133.941,134.266,133.826,134.208,268.768,134.283,133.295
5.500,132.696,131.898,181.175,132.542,132.317,132.733,132.432,132.485,132.412,132.185,132.788,164.107,132.960,132.484
5.505,132.764,132.586,181.107,132.111,132.205,132.691,132.636,131.910,132.230,132.598,132.665,164.107,132.915,132.878
5.510,132.358,132.324,181.189,132.773,132.079,132.060,132.455,132.395,132.558,132.581,131.838,164.107,132.276,132.877
5.515,132.434,132.614,181.185,132.195,132.875,132.190,132.750,132.010,132.842,132.265,132.626,164.107,132.787,131.716
5.520,131.117,131.120,181.124,130.913,130.960,130.826,131.089,130.420,131.707,130.949,131.367,137.668,130.937,131.035
5.525,131.184,130.683,181.292,130.975,130.982,131.121,131.223,131.592,131.677,130.662,130.838,137.668,131.628,131.170
5.530,130.945,130.652,181.264,131.159,131.511,131.452,130.980,130.416,131.115,131.216,131.232,137.668,131.307,130.875
5.535,130.897,131.044,181.289,131.522,131.474,131.050,131.174,131.205,131.323,130.816,130.977,137.668,131.351,131.180
5.540,130.049,129.677,181.171,129.462,129.515,130.027,129.639,130.122,129.989,129.411,129.123,165.926,129.690,129.914
5.545,129.322,129.712,181.195,129.473,130.090,129.830,129.849,129.421,129.324,129.680,129.811,165.926,129.165,129.489
5.550,129.520,129.316,181.291,130.215,129.792,129.976,129.423,129.473,129.331,129.792,129.467,165.926,129.666,130.272
